"REF_DATE","GEO","DGUID","Age of mother","Marital status of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401334","1.1.4.2","0.1","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401335","1.1.5.1","5851","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401336","1.1.5.2","1.5","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401337","1.1.6.1","866","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401338","1.1.6.2","0.2","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401339","1.1.7.1","11872","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401340","1.1.7.2","3.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401341","1.2.1.1","263","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401342","1.2.1.2","100.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401343","1.2.2.1","254","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401344","1.2.2.2","96.6","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401345","1.2.3.1","3","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401346","1.2.3.2","1.1","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401347","1.2.4.1","0","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401348","1.2.4.2","0.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401349","1.2.5.1","1","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401350","1.2.5.2","0.4","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401351","1.2.6.1","0","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401352","1.2.6.2","0.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401353","1.2.7.1","5","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401354","1.2.7.2","1.9","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401355","1.3.1.1","23985","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401356","1.3.1.2","100.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401357","1.3.2.1","20209","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401358","1.3.2.2","84.3","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401359","1.3.3.1","3105","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401360","1.3.3.2","12.9","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401361","1.3.4.1","11","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401362","1.3.4.2","0.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401363","1.3.5.1","16","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401364","1.3.5.2","0.1","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401365","1.3.6.1","37","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401366","1.3.6.2","0.2","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401367","1.3.7.1","607","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401368","1.3.7.2","2.5","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401369","1.4.1.1","77691","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401370","1.4.1.2","100.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401371","1.4.2.1","34669","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401372","1.4.2.2","44.6","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401373","1.4.3.1","40144","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401374","1.4.3.2","51.7","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401375","1.4.4.1","34","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401376","1.4.4.2","0.0","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401377","1.4.5.1","470","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401378","1.4.5.2","0.6","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401379","1.4.6.1","201","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401380","1.4.6.2","0.3","","","","1"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401381","1.4.7.1","2173","","","","0"
"1992","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401382","1.4.7.2","2.8","","","","1"
